epoch,acc,loss,val_acc,val_loss
0,0.01841620626151013,5.216266879572906,0.05958230958230958,4.702573914492746
1,0.11034376918354818,4.426181871368521,0.23525798525798525,3.287727638896033
2,0.297268262737876,3.3883371991639932,0.42444717444717445,2.2071824919533087
3,0.4536525475751995,2.7259044773542787,0.4557739557739558,2.354929992256352
4,0.5825659914057704,2.2768996450947134,0.6633906633906634,1.2211277842343182
5,0.7234499693063229,1.7976834373199881,0.7745700245700246,0.8507589394666016
6,0.7900552486187845,1.5904693539643704,0.8372235872235873,0.5742253575002642
7,0.8339472068753837,1.484863935351175,0.8697788697788698,0.48168326679649204
8,0.8486801718845918,1.4618020436564716,0.8697788697788698,0.48387406055108445
9,0.8532842234499693,1.327830708054557,0.8525798525798526,0.5488248314623806
10,0.8448434622467772,1.3978889229906948,0.8187960687960688,0.6218558802247661
11,0.8348680171884592,1.4495648912676113,0.8249385749385749,0.6288856291778486
12,0.8535911602209945,1.372391977006692,0.8427518427518428,0.5788276263702025
13,0.8747697974217311,1.2619179483529401,0.8777641277641277,0.47655729365753036
14,0.8864333947206875,1.2523154966090677,0.8906633906633906,0.4093613875585068
15,0.8988643339472069,1.172700680325241,0.9004914004914005,0.3792846162139303
16,0.9051565377532228,1.1667477604793013,0.9066339066339066,0.3658195667971939
17,0.9030079803560467,1.1519009398412676,0.9060196560196561,0.35228766331146527
18,0.8997851442602823,1.1615323879822639,0.8955773955773956,0.4180490601286109
19,0.8970227133210559,1.1992467163314162,0.8943488943488943,0.41850464469072446
20,0.9043891958256599,1.1246102995628249,0.9047911547911548,0.38735566205483535
21,0.9077655003069368,1.1209023843077455,0.9072481572481572,0.3827968660129362
22,0.9112952731737262,1.078684035771823,0.9121621621621622,0.34760006998893883
23,0.9139042357274402,1.0955285099981051,0.9164619164619164,0.3422594925349221
24,0.9205033763044813,1.0302420285649876,0.9170761670761671,0.3439438346174433
25,0.9175874769797422,1.0623289701879595,0.9158476658476659,0.3519373148468355
26,0.91804788213628,1.086287593620242,0.9115479115479116,0.36056214230977734
27,0.9139042357274402,1.0706992517922935,0.9078624078624079,0.3674613348298754
28,0.9151319828115408,1.0444418044767685,0.9146191646191646,0.36991725747470106
29,0.919889502762431,1.0552693394996384,0.9146191646191646,0.3604895773530235
30,0.92280540208717,1.019522280579929,0.9158476658476659,0.3576469454275477
31,0.9221915285451197,1.0253331100246872,0.9170761670761671,0.3522419814229628
32,0.9163597298956415,1.012742823421037,0.9195331695331695,0.3468918154248968
33,0.9069981583793738,1.0600516832448792,0.9195331695331695,0.33824948723775766
34,0.9148250460405156,1.024697211668801,0.9176904176904177,0.355865244663916
35,0.9132903621853898,1.0349754756888256,0.9176904176904177,0.35529245620339434
36,0.9160527931246163,1.039175844153857,0.9158476658476659,0.3633261954082069
37,0.9269490484960098,0.9591326096039117,0.9207616707616708,0.35141816282978383
38,0.9169736034376919,1.0062838115032187,0.918918918918919,0.3483905941605481
39,0.9182013505217925,0.9992221756934024,0.9183046683046683,0.34886942398150883
40,0.9122160834868017,1.0139254372486326,0.9176904176904177,0.3472202726717322
41,0.920963781461019,0.9998247912127874,0.9195331695331695,0.3458563010357046
42,0.919889502762431,0.9855015680409437,0.9195331695331695,0.3474205327586383
43,0.9165131982811541,1.0011430285088352,0.9195331695331695,0.33720921648063307
44,0.9174340085942296,1.0063320943437393,0.9183046683046683,0.34363285935723
45,0.9203499079189686,1.0094590835859845,0.918918918918919,0.3444537466960554
46,0.9183548189073051,0.9810431844738076,0.9195331695331695,0.34180098427522526
47,0.9240331491712708,0.9556357408190538,0.9201474201474201,0.3420400570181922
48,0.9145181092694905,1.0253272303720957,0.9201474201474201,0.3431542320551662
49,0.9206568446899939,1.0000553166848523,0.9213759213759214,0.34230444551799083
50,0.9201964395334561,0.9882328563364522,0.9201474201474201,0.3410973287090552
51,0.919889502762431,0.9659208071041061,0.9195331695331695,0.3402779977116505
52,0.9139042357274402,1.0145901722758905,0.9201474201474201,0.3413951023183168
53,0.9271025168815225,0.9890858889818981,0.9195331695331695,0.34153028406261143
54,0.9211172498465316,0.9836073551077437,0.918918918918919,0.34312774019810105
55,0.9163597298956415,0.9900029475708932,0.9207616707616708,0.3421491159009461
56,0.9226519337016574,0.9856274572706755,0.9201474201474201,0.3414653964413339
57,0.9205033763044813,0.9800841947297833,0.9195331695331695,0.34193349075752494
58,0.9175874769797422,1.0006826185804842,0.918918918918919,0.34059875414415586
59,0.9214241866175568,1.0004699353134103,0.9183046683046683,0.34117583008494495
60,0.9232658072437078,0.9693271677664946,0.9195331695331695,0.340570717507685
61,0.9158993247391037,1.026314795561586,0.9183046683046683,0.34142675404940304
62,0.9274094536525476,0.9704824670909992,0.918918918918919,0.3405168164605549
63,0.9145181092694905,1.0111423497127703,0.9195331695331695,0.3404589421798004
64,0.9197360343769183,0.9709856151857575,0.9195331695331695,0.34084893281958284
65,0.9203499079189686,0.9822880147660163,0.9195331695331695,0.34076352481097005
66,0.9163597298956415,0.9883912841856887,0.9201474201474201,0.34011854288163673
67,0.9188152240638429,0.9788811070172195,0.918918918918919,0.340557500893932
68,0.9102209944751382,1.0173836201113495,0.9176904176904177,0.34081512286970783
69,0.9203499079189686,0.96204854995887,0.918918918918919,0.34103065872372124
