epoch,acc,loss,val_acc,val_loss
0,0.005985267034990792,5.5092837124093315,0.007985257985257985,5.27407219368937
1,0.008747697974217311,5.271575093488886,0.012899262899262898,5.253444099894906
2,0.02440147329650092,5.1181110630304705,0.08476658478489087,4.599179269054891
3,0.12737875997544507,4.361169606063028,0.2671990172356294,3.1896578094004413
4,0.2951197053406998,3.485283707020984,0.5270270269538027,1.9822958450059633
5,0.48480662983425415,2.741209497914276,0.6922604422604423,1.3522607023651536
6,0.5956108041743401,2.4542843941313275,0.7487714987714987,1.1298281690998218
7,0.6634438305709024,2.165124525315488,0.7776412774948289,0.9700913713370846
8,0.6712707182320442,2.174703187485865,0.7764127765592251,0.9678574145865382
9,0.6646715776550031,2.193108130628306,0.7794840293375808,0.917393113383497
10,0.670963781461019,2.147496511483939,0.7567567569032055,0.9160736923721557
11,0.6873848987108656,2.0918285524720717,0.7696560198024684,0.9216622543276382
12,0.7011970534069981,2.069032776787502,0.791769041622593,0.8255828312925391
13,0.755524861878453,1.9534035513487382,0.8292383290918804,0.7218551224221176
14,0.7922038060159607,1.7947997532423616,0.8488943487479002,0.659728369783125
15,0.8156844689993862,1.7290181669631277,0.8630221128756642,0.6177202054557988
16,0.8267341927562922,1.6524628607443024,0.85872235857591,0.5974072395144282
17,0.8093922651933702,1.740748373678376,0.8513513514978001,0.6197214600348648
18,0.8020257826887661,1.7818439727439845,0.8304668304668305,0.687066324073501
19,0.7802332719459791,1.8531825706371872,0.835995085995086,0.6923367877557178
20,0.8087783916513198,1.6875953682549092,0.8593366091901605,0.6642950287029257
21,0.8126151012891344,1.7239373549041461,0.8728501227036741,0.5814619660377502
22,0.8324125230202578,1.6560215959525533,0.8814496315960803,0.5572834193560063
23,0.8380908532842235,1.6460693366756975,0.8863636362171876,0.5246951483391427
24,0.856353591160221,1.5018431199079938,0.8845208846673333,0.5208703490381452
25,0.8532842234499693,1.5136635713119166,0.8814496315960803,0.5270970548693027
26,0.856353591160221,1.4619764833133084,0.8759213760678247,0.5563967668746554
27,0.8317986494782075,1.6275170689861491,0.8697788699253185,0.5952614116727281
28,0.851903007980356,1.496722018393071,0.8710073711538198,0.5918867905104775
29,0.8693984039287906,1.4554005158348198,0.8759213760678247,0.549366255576839
30,0.8552793124616329,1.5301933602239546,0.880221130367579,0.5161187609232029
31,0.8727747084100675,1.4443923168666455,0.8857493858958345,0.4900005620146852
32,0.856353591160221,1.4991584573515067,0.8882063883528369,0.4911117536137086
33,0.8638735420503376,1.4541149218209395,0.8900491401955888,0.4972503532355775
34,0.8643339472068754,1.442041073115674,0.8783783785248271,0.5228193743515952
35,0.8632596685082873,1.4428146378605404,0.8783783782319297,0.5312778651714325
36,0.8638735420503376,1.4166965410890866,0.8839066337601852,0.519891339965183
37,0.8566605279312461,1.4511859311674766,0.8851351349886863,0.479556986462572
38,0.8832105586249233,1.3435757269041169,0.8906633908098395,0.48407984460893955
39,0.8798342541436464,1.3666627562854683,0.8955773954309468,0.47888911766267817
40,0.8770718232044199,1.37576876642689,0.893734643588195,0.47437658818113715
41,0.8729281767955801,1.4363029561273666,0.88882063867419,0.5062727979418686
42,0.872621240024555,1.322144824574702,0.8968058969523456,0.47062731660554685
43,0.8686310620012277,1.4265346024677092,0.885749385602937,0.49469365402873083
44,0.8557397176181707,1.4168937985400543,0.8931203929739444,0.4634069311238038
45,0.8683241252302025,1.295649984001912,0.8912776412776413,0.4859491074846769
46,0.8807550644567219,1.2840770936317791,0.8925061423596937,0.4666104564209828
47,0.8948741559238796,1.2843885782413171,0.8955773954309468,0.4591375144166501
